epoch,train_loss,test_loss,train_accuracy,test_accuracy,train_top5,test_top5
1,4.349332602518909,3.108557309423174,0.20070759482571285,0.532520015249714,0.4398182213292565,0.8555699580632863
2,2.3320869522274665,1.496130815574101,0.5633080058102076,0.7721235226839497,0.8676119055879404,0.9640869233701868
3,1.3248019960691344,0.7730128126485007,0.7095010617734858,0.8416622188333969,0.9438765979023779,0.9834998093785742
4,0.9312974057107601,0.5447450195040021,0.7684723805457172,0.8719329012581014,0.9659012493471142,0.9902249332825009
5,0.7417124003734229,0.4107955630336489,0.8019230109379825,0.8891650781547846,0.9749101209697404,0.9935036218070911
6,0.632824847158396,0.3501615843602589,0.8229221073820898,0.9018223408311095,0.9805258924044118,0.995608082348456
7,0.5556472281240067,0.3047205890927996,0.8393309873921547,0.9104536789935189,0.9841896781129787,0.9966145634769348
8,0.5044394872098599,0.26959659478494097,0.8501545957445186,0.9183225314525353,0.9864428491366657,0.9974227983225314
9,0.46201365848757187,0.254460158092635,0.8603415212526259,0.9221807091117041,0.9888142067961128,0.9978650400304995
10,0.43066886348544425,0.22776444575616292,0.8684620868709898,0.9295768204346169,0.9895576388597659,0.998017537171178
11,0.4056845324219398,0.21130924778325216,0.8739177344765666,0.9338772398017537,0.9907280678010042,0.9983987800228745
12,0.38475885762358614,0.2004771243248667,0.8785155758548515,0.9350057186427755,0.9914867497531424,0.9985055280213496
13,0.36334725089792935,0.19459454608815058,0.8844439700034693,0.9373846740373618,0.9924513051998307,0.9984750285932139
14,0.3485142824784765,0.18350596513066972,0.8885614398944708,0.939550133434998,0.9929736138804485,0.9987647731605033
15,0.33566579672525515,0.1732023592506136,0.8920803516624285,0.9418528402592451,0.9932595492895459,0.9988562714449104
16,0.3224214849607,0.16985284962824412,0.8957860745643298,0.9442012962256958,0.9937284833604654,0.9988257720167747
17,0.31175940835251,0.16149623692035675,0.8991753622801634,0.9459702630575677,0.9940754183235035,0.9991307662981319
18,0.30431920739839663,0.15474682727030345,0.8998425449013904,0.9481052230270682,0.9943880410374499,0.9991002668699962
19,0.29193282745919136,0.15333864518574306,0.903655017022688,0.948242470453679,0.9949484744392807,0.9991002668699962
20,0.2842464879998621,0.14638993995530264,0.9061903109833509,0.9503011818528403,0.9950437862423132,0.9989630194433854
21,0.276692344894949,0.1459941491484642,0.908573106059162,0.94966069386199,0.9952610971532271,0.9991460160121998
22,0.27111162104696596,0.13730945970330918,0.9096139109482761,0.9538391155165841,0.9955089078411115,0.9992375142966069
23,0.2618054010958042,0.13703557636056626,0.9124313278459151,0.9532443766679375,0.9957300312241467,0.9992527640106748
24,0.2592416310085441,0.13497490116528102,0.9125418895374328,0.9532291269538696,0.995874905164756,0.9992070148684712
25,0.25328896236869525,0.12986224730099952,0.91461968684354,0.9550743423560808,0.9960388414659718,0.9991917651544033
26,0.2476695106839234,0.12699680402874947,0.9162628623278193,0.956599313762867,0.9962180276556728,0.9992985131528784
27,0.2419946368010539,0.12128242424556188,0.9182148480539236,0.9576515440335494,0.996450588455072,0.9993137628669463
28,0.23866859668830656,0.12448316227112498,0.9191870284448544,0.957910789172703,0.9963781514847673,0.9992527640106748
29,0.23417808902713488,0.12039012408682279,0.9207920792079208,0.9588257720167747,0.9964200886781015,0.9993900114372856
30,0.22952517136087958,0.1219049266406468,0.9218252591527925,0.9570720548989706,0.9967822735296248,0.9994052611513534
31,0.2261067066552504,0.11593691898243767,0.9228241268485724,0.9592070148684713,0.9967898984738675,0.9992832634388106
32,0.2228928438897403,0.11518208416444915,0.9236857455479857,0.95978650400305,0.9970338966896305,0.999344262295082
33,0.21891867748971255,0.11167420340435845,0.9245016145819434,0.9612352268394968,0.9969843345520536,0.9994205108654213
34,0.2162001869588528,0.11521292264972414,0.9255957940807558,0.9601067479984751,0.9970720214108434,0.9993900114372856
35,0.21331026447269152,0.11652012062924248,0.9261371651219801,0.9590850171559283,0.9972359577120592,0.9993747617232177
36,0.21044508100680584,0.10976015882832664,0.9273037815910972,0.9611284788410217,0.9971253960205416,0.999451010293557
37,0.2070903665614578,0.10723013856581279,0.928314086703241,0.9630651925276401,0.9973655817641833,0.9993595120091499
38,0.20591848498245455,0.10847460638199534,0.928558084919004,0.9620587113991612,0.9974723309835797,0.9994052611513534
39,0.2020981508605885,0.10221275474343981,0.9300830737675231,0.9639801753717118,0.9975828926750974,0.999557758292032
40,0.20038439530246663,0.10696695585336004,0.9303880715372269,0.9624552039649257,0.9974227688460028,0.9995425085779641
41,0.1971514680475559,0.10266725133572306,0.9313145022627022,0.9638124285169654,0.9976057675078251,0.9995272588638963
42,0.19537184064118368,0.10230687367064613,0.9321913708506007,0.9646969119329013,0.9975600178423695,0.9994967594357606
43,0.19411221765122325,0.09930392833692687,0.932465868843334,0.9650934044986657,0.9976019550357038,0.9995882577201678
44,0.19041678421902206,0.09844075994832176,0.9333922995688094,0.9652611513534122,0.9975333305375205,0.9995425085779641
45,0.18815945623055944,0.10689676872321538,0.9336934848663919,0.9621654593976363,0.9977925786417687,0.9994815097216927
46,0.18696765545404181,0.10063371700899941,0.9352146612427896,0.963736179946626,0.9977239541435853,0.9996035074342356
47,0.18586970190956908,0.0952785313129425,0.9348029142536896,0.96527640106748,0.9978573906678307,0.9995882577201678
48,0.18400295922216378,0.09766530085887228,0.935565408677949,0.9657033930613801,0.9978573906678307,0.9996797560045749
49,0.18032653770356807,0.09683835080691747,0.9369035863925245,0.9658101410598551,0.9981242637163216,0.999557758292032
