epoch,train_loss,test_loss,train_accuracy,test_accuracy,train_top5,test_top5
1,4.109674488796907,3.9243117703331842,0.2164651766934989,0.24302295097595272,0.4581458950266038,0.5577349317190591
2,2.563318347229677,1.9080121252271864,0.5451728801844691,0.7336209156557592,0.8528060631699368,0.9558378417026144
3,1.5514673590660095,1.0572258763843112,0.6952208445299792,0.8174885006792345,0.941614581161035,0.9795752996973236
4,1.0541934213217568,0.6590663194656372,0.762025346624323,0.8621988131271002,0.9664964577883968,0.9900140613455993
5,0.8059058995807872,0.49723391069306266,0.8004683226779,0.8871040777902238,0.9778172349895432,0.9939703043447174
6,0.6671208914588479,0.3888697028160095,0.8241466219396663,0.9014514168593151,0.983602747969708,0.9959245930551253
7,0.5761180467465344,0.33126601576805115,0.8430523198655807,0.9088872470745252,0.9865223168268458,0.9970209013560857
8,0.5115728483480566,0.28937257991896737,0.8554694249641012,0.9185156938916561,0.9891499287982697,0.997950380132987
9,0.4631168780957951,0.2630784759918849,0.8670702424433813,0.924640720703544,0.9912651266437471,0.9982840391811053
10,0.4256850498564103,0.2410714394516415,0.8758051157996342,0.9301937605758002,0.9924984955282931,0.9986891965966778
11,0.39828569222899046,0.2209845847553677,0.8808994655401501,0.9325770394909316,0.9929870764390794,0.9987368621749804
12,0.372540146112442,0.2085870173242357,0.8871735594311011,0.9356514692914512,0.9940059463871825,0.9991181868014014
13,0.3509137428858701,0.1892993003129959,0.8925658243611209,0.9395362139231154,0.9940595711212932,0.9991420195905527
14,0.3312402358826469,0.17752937972545624,0.8979282977721902,0.9442312733859244,0.9951439824110873,0.9992135179580066
15,0.31564052315319285,0.17147015697426266,0.9021348602479846,0.9460425653614243,0.9953763562589002,0.9993088491146119
16,0.3013171895461924,0.1624540819062127,0.9065499633564317,0.9484973426440096,0.9955551053726025,0.9993803474820658
17,0.2885367423295975,0.15409423245324028,0.9091716170240656,0.9506184608784766,0.9960079364606483,0.9993565146929145
18,0.2778150570743224,0.1509929597377777,0.9123235597290164,0.9516671036011345,0.9964965173714347,0.9993565146929145
19,0.2678924360696007,0.1429514686266581,0.9136045950438829,0.9543125431969304,0.9964309760297438,0.9994041802712171
20,0.2566706095548237,0.13631520171960196,0.9174179094695322,0.9557901761243118,0.9968659322064195,0.999475678638671
21,0.25053298604838986,0.13464401413997015,0.9195748154415401,0.9560761695941276,0.9967110163078775,0.999547177006125
22,0.24374567629659877,0.13463514629337522,0.9211537659459105,0.9553611859195882,0.9971042643580226,0.9994995114278225
23,0.2357631917385494,0.12909805360767576,0.9239184189045062,0.9567673204795157,0.9972830134717249,0.9994995114278225
24,0.23015923666603424,0.12202257249090406,0.9250802881435712,0.9612478848399628,0.9973545131172058,0.999547177006125
25,0.2218551605063326,0.12109066463179058,0.9282977721902129,0.9585786124550156,0.9975928452688089,0.9994995114278225
26,0.21770497060873928,0.11633880105283526,0.9292868506193657,0.961414714364022,0.9976941364332402,0.9995948425844277
27,0.21342136141131907,0.11024539752138986,0.9301567629727169,0.9624156915083772,0.9978311774204119,0.9997140065301843
28,0.20412283522241256,0.10870104531447093,0.9330882484374349,0.964441478586239,0.9979860933189539,0.9996663409518816
29,0.20100052567089305,0.1058046743273735,0.9341190349931182,0.9649419671584165,0.9979563018000036,0.9996425081627303
30,0.19892833820160696,0.10655967311726676,0.9347565734986564,0.9642031506947258,0.9980337597492746,0.9997140065301843
31,0.19484127751168082,0.10571710682577556,0.9359720674718321,0.9632498391286732,0.9981290926099158,0.9996663409518816
32,0.19050836387802572,0.10722652408811781,0.9368419798251834,0.963083009604614,0.9981231343061258,0.999618675373579
33,0.1866650839938837,0.09853486137257682,0.9378787246846567,0.9679210658023308,0.9982959251160379,0.9997616721084869
34,0.18176003326387966,0.09695233487420613,0.9394338419738669,0.9684215543745085,0.9983138000274082,0.9997140065301843
35,0.17793790864593842,0.09537789722283681,0.9412928327563709,0.9672775804952454,0.9982899668122479,0.999618675373579
36,0.1759731708204045,0.09546491007010142,0.9416324560724053,0.9683738887962058,0.9984031745842593,0.9997616721084869
37,0.17423341160311417,0.09218471000591914,0.9415788313382946,0.9695178626754689,0.9985580904828013,0.9996425081627303
38,0.17018253663006952,0.09083448433213764,0.9435093217662796,0.968159393693844,0.998611715216912,0.9996663409518816
39,0.16773667142671697,0.08921056820286645,0.9432948228298368,0.9695178626754689,0.9985819236979616,0.9997616721084869
40,0.1656775457017562,0.08975320723321703,0.9443554009044706,0.9696846921995281,0.998689173166183,0.9997140065301843
41,0.16230936085476594,0.0875302900870641,0.9454696037132149,0.9707810005004885,0.9985402155714311,0.9997616721084869
42,0.1599357404253062,0.0884028168188201,0.9461428920414936,0.9703996758740675,0.998766631115454,0.9997616721084869
43,0.1576128527522087,0.08632528285185496,0.9469115132304136,0.9701375151934031,0.9986534233434425,0.9997140065301843
44,0.15733320178354487,0.08680378397305806,0.9472034701161274,0.9699706856693439,0.9986772565586028,0.9997616721084869
